id_cliente,fecha_saldo,codigo_cliente,importe_operativa,moneda,tipo_operacion
0044,2023-01-08,44230993P,7853.86,JPY,Tarjeta
0282,2024-06-08,86183733B,3232.11,EUR,Retirada Efectivo
0064,2022-10-30,66604400E,6864.5,EUR,Tarjeta
0011,2022-02-11,24615857N,-7729.42,GBP,Bizum
0352,2024-07-09,57737999B,8592.93,JPY,Retirada Efectivo
0412,2025-02-13,12251338R,-1560.95,EUR,Transferencia
0220,2023-06-08,50580605E,368.82,GBP,Retirada Efectivo
0490,2025-06-01,71940926G,9715.92,EUR,Retirada Efectivo
0315,2024-03-06,88161260A,7215.87,GBP,Bizum
0144,2025-02-11,25325181Z,944.97,EUR,Tarjeta
0271,2024-08-07,49461754T,-1120.44,JPY,Transferencia
0100,2024-12-06,12251338R,2925.09,MXN,Tarjeta
0094,2023-02-10,49110272T,1724.19,MXN,Bizum
0373,2023-02-24,45501597V,462.89,USD,Retirada Efectivo
0064,2025-05-06,89048735D,9668.09,USD,Tarjeta
0453,2023-05-13,35268535H,8716.3,JPY,Tarjeta
0457,2023-07-25,35803824V,-6282.23,JPY,Transferencia
0308,2022-05-21,63832732G,-877.4,USD,Transferencia
0305,2025-07-30,51084461I,8220.29,JPY,Bizum
0286,2024-09-06,39953028Q,2691.8,MXN,Retirada Efectivo
0485,2023-05-24,59849520C,7178.44,JPY,Bizum
0354,2025-09-24,53688354X,3195.85,USD,Tarjeta
0409,2025-08-22,93683522V,-3542.62,JPY,Transferencia
0377,2024-07-17,39483856X,9772.74,EUR,Retirada Efectivo
0282,2024-10-09,47200741I,-9297.11,GBP,Transferencia
0163,2025-07-31,12743229Y,6600.81,JPY,Bizum
0155,2023-04-15,80613360G,2745.21,JPY,Bizum
0071,2022-10-21,10419151C,8197.93,MXN,Tarjeta
0064,2022-07-26,51070730B,9807.41,USD,Tarjeta
0239,2022-05-14,44122229Q,-3079.4,GBP,Bizum
0170,2022-09-04,90262188O,-9750.25,JPY,Bizum
0441,2023-08-10,86452313D,5217.19,JPY,Retirada Efectivo
0317,2024-03-31,21135158D,362.87,MXN,Bizum
0198,2025-11-14,97882218O,-5985.25,JPY,Transferencia
0392,2024-07-16,81363555W,7612.22,EUR,Transferencia
0397,2023-11-17,24780661N,5824.02,MXN,Tarjeta
0410,2024-05-01,91241672P,4544.33,GBP,Transferencia
0482,2023-08-13,97983803L,6580.92,USD,Transferencia
0204,2025-09-21,38978836I,415.42,JPY,Tarjeta
0009,2022-09-05,85481219Y,2707.14,JPY,Tarjeta
0027,2023-12-07,17214825F,4932.06,EUR,Tarjeta
0309,2023-12-10,42785969Z,-4305.32,USD,Bizum
0113,2025-04-21,46897171Y,1704.16,USD,Retirada Efectivo
0346,2025-11-03,56287431F,6972.2,MXN,Tarjeta
0459,2024-05-04,53914210H,5558.86,EUR,Tarjeta
0237,2024-10-12,90524791R,6980.19,JPY,Bizum
0050,2024-08-17,81009052B,-4181.42,EUR,Transferencia
0043,2025-05-01,38635760G,-7788.86,EUR,Transferencia
0365,2022-11-20,28506978W,2708.93,MXN,Retirada Efectivo
0119,2022-04-28,58151660N,2352.99,EUR,Tarjeta
0484,2022-10-04,26420200J,5694.38,USD,Retirada Efectivo
0046,2023-09-04,90987915F,6947.72,JPY,Retirada Efectivo
0344,2023-05-26,90445099B,6720.18,JPY,Retirada Efectivo
0055,2024-08-15,47200741I,7902.0,JPY,Retirada Efectivo
0376,2024-02-06,60480211I,-3955.1,USD,Transferencia
0064,2024-01-09,17431406H,-2172.49,EUR,Transferencia
0262,2025-02-07,32545131W,-9049.9,EUR,Bizum
0294,2025-02-09,53116365E,5737.19,EUR,Transferencia
0458,2022-08-30,34062550V,7195.58,EUR,Tarjeta
0462,2022-09-15,53914210H,1517.72,USD,Tarjeta
0474,2025-02-10,55811250X,8925.11,USD,Tarjeta
0060,2025-09-30,14764253X,179.03,USD,Retirada Efectivo
0205,2022-09-23,23688795L,9226.28,JPY,Tarjeta
0030,2024-08-30,70945547G,-8857.9,JPY,Transferencia
0415,2025-05-08,84399377L,-3069.81,USD,Transferencia
0352,2024-08-08,79038819C,-5770.05,GBP,Transferencia
0437,2025-05-23,68874444C,2545.73,EUR,Tarjeta
0223,2022-05-10,94029203V,930.05,USD,Tarjeta
0268,2022-01-24,79569381T,4927.71,EUR,Retirada Efectivo
0384,2025-03-20,73146266O,7036.51,MXN,Tarjeta
0124,2025-07-22,13915168D,1685.53,GBP,Retirada Efectivo
0015,2022-11-24,90445099B,4093.12,MXN,Transferencia
0087,2022-05-22,90524791R,-9976.26,EUR,Transferencia
0253,2022-03-31,50057622H,504.74,EUR,Bizum
0309,2023-04-23,56278577Q,868.98,USD,Retirada Efectivo
0022,2025-01-09,35138260L,9125.15,MXN,Retirada Efectivo
0134,2024-04-04,44230993P,6386.12,EUR,Retirada Efectivo
0207,2025-05-30,67984339G,3412.59,MXN,Bizum
0093,2025-10-07,24584305T,4803.69,MXN,Transferencia
0429,2024-03-04,48033059N,2770.78,GBP,Transferencia
0080,2024-04-27,58151660N,4053.61,USD,Retirada Efectivo
0084,2024-02-26,81008715G,5997.8,USD,Tarjeta
0057,2022-09-04,13915168D,1428.03,EUR,Transferencia
0021,2023-04-23,41190327P,3508.94,EUR,Tarjeta
0038,2022-03-30,65177272J,-4839.31,GBP,Bizum
0071,2023-11-07,33058655B,110.87,EUR,Bizum
0500,2024-07-27,50114986X,785.21,GBP,Transferencia
0226,2024-11-09,28281172M,5821.95,EUR,Transferencia
0008,2022-02-28,18729560L,-3556.69,EUR,Bizum
0031,2022-10-24,81008715G,8626.81,GBP,Tarjeta
0194,2025-10-22,66308080Q,5390.34,EUR,Retirada Efectivo
0245,2023-06-26,91750951Y,9904.92,GBP,Tarjeta
0084,2022-10-10,49700624Z,8459.74,GBP,Tarjeta
0363,2023-02-20,68493964V,9448.7,EUR,Tarjeta
0468,2024-01-19,12667391B,9842.87,EUR,Tarjeta
0185,2022-07-25,81199383E,8834.17,GBP,Retirada Efectivo
0386,2022-06-04,32545131W,-3238.69,MXN,Transferencia
0371,2023-07-22,93683522V,7913.8,USD,Tarjeta
0336,2024-04-13,58468452H,6505.54,JPY,Transferencia
0498,2022-01-11,86852730N,1832.31,EUR,Transferencia
0215,2023-09-17,30121964A,4791.6,MXN,Bizum
0033,2024-09-29,11450503U,4858.36,USD,Retirada Efectivo
0336,2024-09-24,40936331I,6124.91,GBP,Retirada Efectivo
0240,2025-05-16,39469908X,2177.39,EUR,Tarjeta
0353,2022-03-20,60461743L,5977.72,GBP,Bizum
0205,2022-03-29,53044933Y,8294.72,USD,Tarjeta
0383,2025-10-31,56515677C,2202.06,GBP,Tarjeta
0261,2022-10-29,88544351G,9800.61,JPY,Retirada Efectivo
0499,2025-01-18,20000222Z,591.11,USD,Tarjeta
0094,2024-11-30,22736652W,-7401.54,MXN,Bizum
0068,2025-08-08,31503777O,6484.49,GBP,Retirada Efectivo
0255,2023-10-01,63075373T,6645.06,JPY,Retirada Efectivo
0205,2024-02-01,66038087C,8139.15,USD,Bizum
0495,2023-06-06,70192130S,5483.57,EUR,Tarjeta
0174,2023-08-04,30865514P,1470.73,EUR,Transferencia
0256,2024-04-12,81651959F,4816.36,USD,Transferencia
0203,2024-11-10,17431406H,896.53,USD,Transferencia
0151,2022-01-28,55729954K,356.43,USD,Tarjeta
0089,2022-10-28,37482283Q,-8454.2,MXN,Transferencia
0081,2025-04-17,79038819C,9669.35,GBP,Tarjeta
0246,2024-11-15,46897171Y,1457.09,MXN,Tarjeta
0047,2023-08-31,35641638E,-5811.02,MXN,Bizum
0199,2025-10-26,55136306G,4401.0,JPY,Transferencia
0183,2025-03-15,25539770B,5295.14,USD,Tarjeta
0323,2024-02-09,71785707P,4880.19,JPY,Retirada Efectivo
0311,2025-07-24,39469908X,3928.57,GBP,Transferencia
0394,2022-01-12,55136306G,-5960.93,GBP,Transferencia
0030,2025-09-21,91053792Y,5003.27,MXN,Retirada Efectivo
0373,2025-12-25,92269909F,-6501.7,EUR,Transferencia
0475,2023-10-12,35377269U,1453.33,JPY,Transferencia
0155,2025-04-11,63924815X,9903.22,GBP,Tarjeta
0375,2023-11-11,37482283Q,8835.39,MXN,Bizum
0414,2022-07-10,48033059N,-7538.13,EUR,Bizum
0480,2024-10-04,58090210Q,6904.56,MXN,Transferencia
0131,2022-06-28,41479569W,-1519.6,USD,Transferencia
0206,2024-10-07,54864614Q,3811.71,JPY,Tarjeta
0337,2024-07-22,29675782E,3969.71,USD,Retirada Efectivo
0075,2022-03-09,12251338R,-1506.22,EUR,Transferencia
0019,2022-02-04,97733633X,-622.48,GBP,Bizum
0018,2023-02-08,11303238D,-5126.93,EUR,Bizum
0224,2023-03-19,87072486H,4427.54,MXN,Tarjeta
0460,2025-07-18,99783545O,2424.35,USD,Transferencia
0245,2022-05-15,50503193C,4746.02,JPY,Tarjeta
0397,2023-05-28,92952828G,4359.75,JPY,Tarjeta
0208,2022-11-03,76421165Z,-5346.61,EUR,Bizum
0319,2024-05-10,50834773S,1155.47,USD,Bizum
0140,2025-06-10,55811250X,2314.44,USD,Retirada Efectivo
0272,2022-07-28,70826344G,-6308.2,JPY,Transferencia
0424,2025-07-28,30930247H,6182.75,JPY,Tarjeta
0297,2022-12-27,45501597V,-380.21,JPY,Transferencia
0053,2025-05-12,53688354X,1179.26,JPY,Retirada Efectivo
0373,2022-01-08,78684497I,5191.45,GBP,Tarjeta
0424,2023-12-05,33841049D,9776.45,GBP,Retirada Efectivo
0204,2025-05-27,81226959T,4274.79,USD,Transferencia
0345,2022-08-14,34716453O,5615.17,MXN,Transferencia
0152,2022-09-12,79569381T,3817.28,GBP,Tarjeta
0383,2022-09-11,41295892M,8772.01,GBP,Retirada Efectivo
0403,2022-03-10,92213987R,5978.38,GBP,Retirada Efectivo
0111,2024-03-05,50654593O,1470.9,USD,Tarjeta
0368,2023-01-12,54500718X,-7781.2,GBP,Bizum
0382,2025-08-09,20000222Z,7747.36,MXN,Retirada Efectivo
0014,2023-03-19,85968337D,-1151.03,MXN,Bizum
0116,2023-10-15,46897171Y,1299.49,JPY,Transferencia
0253,2022-04-26,75820506E,2572.78,USD,Tarjeta
0328,2022-08-20,64937968J,4131.18,USD,Transferencia
0408,2024-05-10,29675782E,6710.2,EUR,Retirada Efectivo
0034,2025-06-02,72910747G,-2278.66,EUR,Bizum
0092,2022-07-14,91750951Y,5240.32,EUR,Retirada Efectivo
0143,2025-03-29,72188877U,-4689.83,USD,Bizum
0419,2024-05-12,31738639V,5410.41,MXN,Tarjeta
0002,2024-02-05,85481219Y,8274.0,MXN,Tarjeta
0223,2025-09-16,45752549M,1730.37,JPY,Tarjeta
0249,2022-10-28,47572186L,9061.07,MXN,Bizum
0351,2022-12-20,53688354X,4038.91,JPY,Transferencia
0414,2024-03-21,42464509R,9152.02,EUR,Retirada Efectivo
0472,2025-01-10,38978836I,3015.93,USD,Retirada Efectivo
0393,2025-07-08,26657952U,7181.76,JPY,Retirada Efectivo
0094,2025-02-02,99133092L,606.25,USD,Tarjeta
0260,2022-10-31,96298230N,3400.79,USD,Bizum
0069,2025-06-08,87072486H,5092.07,GBP,Retirada Efectivo
0155,2025-02-08,21492445S,1206.57,JPY,Retirada Efectivo
0147,2025-06-21,73415373H,3739.52,MXN,Tarjeta
0141,2022-03-01,88953380U,2708.83,MXN,Retirada Efectivo
0469,2024-11-18,54362044O,-3715.63,EUR,Bizum
0195,2022-10-11,66604400E,6592.43,JPY,Retirada Efectivo
0218,2023-09-30,92163797F,3790.59,GBP,Retirada Efectivo
0490,2024-02-13,54627868G,4104.55,GBP,Bizum
0142,2024-06-07,90733396I,4719.33,GBP,Retirada Efectivo
0483,2023-04-20,99783545O,6563.44,GBP,Retirada Efectivo
0282,2024-06-20,14764253X,-9382.33,MXN,Bizum
0396,2024-03-16,84813778K,7038.06,USD,Transferencia
0100,2022-01-25,62165609E,5873.82,USD,Bizum
0048,2024-12-16,83261846V,230.5,USD,Bizum
0229,2022-04-04,80956880I,-7802.61,MXN,Bizum
0309,2023-12-17,81623520T,9347.72,USD,Bizum
0087,2023-08-09,13244207I,6466.96,JPY,Retirada Efectivo
0038,2024-06-09,61471647U,4539.72,JPY,Tarjeta
0150,2022-11-08,90987915F,-4128.34,MXN,Transferencia
0269,2024-05-23,38318963B,1436.94,EUR,Transferencia
0108,2024-10-13,50834773S,-9416.47,USD,Bizum
0231,2024-06-21,75347977X,7358.21,GBP,Tarjeta
0342,2022-06-02,85093795M,-4734.28,MXN,Transferencia
0460,2025-12-27,30345990N,-9264.86,EUR,Transferencia
0485,2023-06-02,79569381T,-7852.6,GBP,Bizum
0490,2024-04-08,43848802P,9369.02,GBP,Tarjeta
0385,2024-06-20,79159676B,-1891.92,MXN,Transferencia
0035,2024-09-15,24798699O,3353.42,USD,Transferencia
0093,2023-07-03,73146266O,6955.91,EUR,Tarjeta
0084,2023-04-22,10419151C,6707.88,EUR,Tarjeta
0145,2024-06-12,98185046S,3231.09,EUR,Retirada Efectivo
0096,2023-05-25,10693215L,4730.04,USD,Tarjeta
0113,2025-10-15,31074993G,9209.71,GBP,Tarjeta
0113,2023-10-14,45752549M,8378.82,JPY,Retirada Efectivo
0112,2022-09-01,81199383E,-7870.63,EUR,Transferencia
0225,2023-10-22,71940926G,163.42,USD,Transferencia
0169,2025-03-20,72910747G,1898.04,JPY,Bizum
0020,2024-01-18,89480137N,3584.62,GBP,Retirada Efectivo
0180,2023-03-11,53154284S,4605.99,MXN,Tarjeta
0199,2025-06-28,30865514P,-8852.64,GBP,Transferencia
0307,2022-01-20,56278577Q,9949.27,MXN,Retirada Efectivo
0089,2022-08-24,12152426J,7408.8,GBP,Retirada Efectivo
0050,2025-04-13,58468452H,5701.01,GBP,Tarjeta
0014,2025-01-08,39469908X,850.36,GBP,Transferencia
0089,2023-05-25,41295892M,711.29,MXN,Retirada Efectivo
0319,2024-10-08,35884733V,678.32,GBP,Retirada Efectivo
0139,2023-11-02,54850182T,1500.49,GBP,Retirada Efectivo
0117,2024-05-31,54500718X,8378.74,JPY,Tarjeta
0468,2022-07-15,84884573Q,-8789.21,MXN,Transferencia
0395,2025-10-22,89480137N,5857.68,EUR,Bizum
0145,2023-01-11,74808251G,2396.41,JPY,Bizum
0450,2024-05-30,39970393T,6349.58,MXN,Tarjeta
0344,2024-07-10,98052728Y,8909.97,MXN,Tarjeta
0121,2022-09-28,89922143Y,4925.78,JPY,Tarjeta
0058,2025-03-17,22607688Y,-8100.52,GBP,Bizum
0023,2022-01-13,99634044N,5042.05,JPY,Tarjeta
0408,2025-11-03,37482283Q,-8753.73,GBP,Transferencia
0064,2024-07-07,69208921M,5284.67,USD,Retirada Efectivo
0176,2023-08-12,67984339G,-667.57,GBP,Bizum
0337,2022-05-18,93567674J,8561.05,GBP,Bizum
0432,2023-04-10,69208921M,1022.25,JPY,Transferencia
0048,2024-07-30,61315843O,9230.15,JPY,Tarjeta
0197,2024-12-12,61477537P,3536.65,USD,Retirada Efectivo
0486,2025-06-17,80204906U,2229.11,MXN,Bizum
0409,2025-06-03,85803281H,-2442.2,JPY,Transferencia
0085,2025-05-01,65048749J,-2815.17,JPY,Transferencia
0469,2023-04-29,81948006P,668.8,EUR,Tarjeta
0205,2024-02-09,67985410K,8045.44,USD,Retirada Efectivo
0425,2023-07-19,60480211I,-747.79,GBP,Bizum
0156,2022-06-09,38635760G,662.25,USD,Retirada Efectivo
0222,2025-12-27,98979591N,5820.19,EUR,Tarjeta
0166,2024-11-15,24798699O,-2390.8,JPY,Bizum
0120,2022-02-01,71695938R,-4224.5,JPY,Transferencia
0243,2022-06-12,58444637P,748.29,MXN,Tarjeta
0294,2023-03-06,69894839L,780.75,MXN,Transferencia
0091,2024-01-06,65974822Y,2627.1,MXN,Tarjeta
0434,2023-07-10,55729954K,-1634.94,USD,Bizum
0125,2024-03-01,66804125M,9825.27,JPY,Retirada Efectivo
0321,2024-01-23,42464509R,2552.05,GBP,Retirada Efectivo
0206,2023-11-12,71785707P,8661.62,EUR,Transferencia
0218,2025-02-28,56683315K,-8640.67,JPY,Transferencia
0212,2023-09-23,77685805W,2669.18,EUR,Bizum
0332,2023-04-05,91053792Y,2235.48,GBP,Tarjeta
0241,2023-05-02,46684466K,241.67,USD,Retirada Efectivo
0325,2025-11-17,80119101C,579.24,JPY,Transferencia
0231,2022-06-30,48033059N,4078.82,MXN,Retirada Efectivo
0408,2022-01-18,39970393T,2945.71,EUR,Transferencia
0035,2024-02-16,81363555W,3819.05,EUR,Tarjeta
0473,2025-01-02,63326259I,6168.37,EUR,Tarjeta
0434,2025-01-03,67311814Q,6832.75,USD,Tarjeta
0297,2024-10-23,47340154S,-131.87,MXN,Transferencia
0484,2023-09-05,35268535H,-3463.07,GBP,Bizum
0231,2024-12-05,83261846V,1493.39,USD,Transferencia
0316,2023-07-30,33841049D,4040.33,GBP,Transferencia
0028,2022-10-16,65177272J,8335.12,MXN,Bizum
0025,2024-10-19,37064270Z,3492.29,MXN,Tarjeta
0204,2024-06-16,70826344G,9074.97,GBP,Tarjeta
0442,2025-12-07,80168060H,-8256.04,MXN,Transferencia
0139,2023-03-14,34062550V,9790.69,MXN,Tarjeta
0310,2024-01-26,97882218O,4021.08,GBP,Bizum
0211,2024-03-14,91053792Y,1717.95,GBP,Retirada Efectivo
0177,2023-03-31,99783545O,605.96,JPY,Tarjeta
0450,2022-12-29,24780661N,7598.55,MXN,Retirada Efectivo
0286,2023-01-30,47340154S,5381.72,USD,Tarjeta
0026,2022-09-07,20048407G,-8553.72,GBP,Bizum
0176,2025-06-23,63326259I,784.47,GBP,Retirada Efectivo
0395,2024-08-29,38556204S,2412.85,EUR,Tarjeta
0153,2022-08-11,24798699O,2529.88,EUR,Retirada Efectivo
0470,2022-10-04,67985410K,7955.62,EUR,Retirada Efectivo
0379,2024-10-24,53195475C,9961.48,EUR,Transferencia
0136,2024-02-06,66197100C,4624.51,EUR,Transferencia
0377,2024-09-11,22722707F,2662.48,JPY,Tarjeta
0311,2023-09-06,85893364L,4641.25,USD,Retirada Efectivo
0356,2025-04-18,90524791R,6597.2,MXN,Bizum
0420,2023-03-11,55729954K,7440.5,USD,Retirada Efectivo
0022,2023-11-28,54627868G,4833.82,GBP,Retirada Efectivo
0284,2023-12-05,10419151C,9262.19,EUR,Tarjeta
0204,2024-08-29,14378536Y,6909.74,MXN,Bizum
0432,2024-04-22,45230141R,5517.11,JPY,Tarjeta
0061,2022-04-08,52050046W,301.38,JPY,Tarjeta
0018,2023-04-25,41479569W,5748.7,USD,Tarjeta
0231,2022-11-13,31503777O,5936.06,MXN,Bizum
0358,2024-08-25,81878650G,9486.41,GBP,Tarjeta
0444,2023-12-12,17601002I,9778.6,JPY,Bizum
0215,2022-06-24,30865514P,6739.62,JPY,Transferencia
0032,2025-12-24,47572186L,8071.46,EUR,Retirada Efectivo
0099,2024-12-04,38793760X,4746.55,GBP,Tarjeta
0066,2025-12-28,98434496L,-4681.87,USD,Transferencia
0177,2024-10-08,56515677C,7416.87,MXN,Retirada Efectivo
0044,2025-12-21,66308080Q,-6217.09,USD,Bizum
0427,2022-03-15,13915168D,5701.95,JPY,Transferencia
0022,2023-01-31,69894839L,6669.27,EUR,Tarjeta
0023,2022-05-27,35995857I,502.77,EUR,Retirada Efectivo
0053,2022-07-31,10419151C,9379.59,USD,Retirada Efectivo
0233,2022-05-28,80613360G,-7305.67,JPY,Bizum
0215,2025-03-04,44230993P,-4593.23,USD,Bizum
0433,2022-01-14,20512995B,5211.45,MXN,Retirada Efectivo
0250,2023-05-17,44230993P,5626.4,GBP,Tarjeta
0099,2022-12-02,67311814Q,5111.01,GBP,Tarjeta
0085,2024-07-15,31074993G,6010.46,USD,Retirada Efectivo
0296,2024-02-16,90445099B,7881.14,USD,Retirada Efectivo
0475,2025-03-04,45230141R,-4707.31,GBP,Bizum
0465,2022-12-19,37336145O,7191.87,GBP,Bizum
0101,2024-07-19,10693215L,638.21,EUR,Retirada Efectivo
0305,2024-04-21,86452313D,5050.59,JPY,Bizum
0084,2024-10-20,39483856X,9199.11,GBP,Retirada Efectivo
0390,2023-01-15,82092431A,5231.41,USD,Transferencia
0200,2025-12-05,53849312O,1208.03,MXN,Retirada Efectivo
0316,2025-03-24,99713332G,-8409.57,GBP,Transferencia
0097,2025-11-15,98185046S,-4038.09,EUR,Transferencia
0457,2025-06-21,39469908X,8216.02,USD,Tarjeta
0164,2022-07-23,89048735D,298.69,EUR,Tarjeta
0084,2023-03-25,81199383E,3350.25,GBP,Retirada Efectivo
0434,2022-10-22,19071019P,1559.89,JPY,Tarjeta
0119,2023-06-04,15978400U,3526.96,JPY,Retirada Efectivo
0379,2022-08-20,82819802R,-5290.59,GBP,Bizum
0027,2022-10-05,64801744U,4751.97,USD,Tarjeta
0461,2022-07-17,16279198R,7418.98,MXN,Retirada Efectivo
0257,2024-10-19,38635760G,2600.72,GBP,Retirada Efectivo
0197,2022-11-23,19365560P,2552.02,MXN,Tarjeta
0372,2022-02-02,64215755Y,3619.38,USD,Transferencia
0482,2024-08-07,67991472I,1625.17,EUR,Transferencia
0127,2025-11-22,79815932I,5408.37,USD,Transferencia
0316,2024-08-08,88506908Y,-6264.88,USD,Transferencia
0008,2023-11-05,38635760G,8592.89,JPY,Retirada Efectivo
0216,2022-07-19,44665685B,5095.73,USD,Tarjeta
0368,2022-01-16,51633515E,8566.38,MXN,Tarjeta
0099,2024-11-16,42464509R,4220.28,MXN,Tarjeta
0434,2023-07-24,88108216O,-5263.72,JPY,Transferencia
0191,2023-02-17,69920551Z,4297.22,MXN,Retirada Efectivo
0357,2023-08-21,65909858K,9209.57,MXN,Retirada Efectivo
0493,2024-06-21,72910747G,1004.66,MXN,Tarjeta
0490,2022-12-03,61315843O,9176.66,USD,Tarjeta
0463,2023-10-22,42076321H,1622.65,GBP,Retirada Efectivo
0335,2025-10-22,94713378U,6808.77,USD,Retirada Efectivo
0406,2024-01-19,82374465N,3928.21,USD,Transferencia
0449,2025-04-07,72188877U,9271.48,USD,Transferencia
0407,2023-09-08,75203761P,5826.54,EUR,Tarjeta
0192,2023-04-18,30413519G,8106.04,GBP,Retirada Efectivo
0438,2022-08-11,99748825Z,2423.87,GBP,Tarjeta
0335,2024-04-20,76988503U,8008.87,MXN,Retirada Efectivo
0114,2024-07-16,78634588H,3313.41,MXN,Tarjeta
0455,2025-05-27,47200741I,1573.7,MXN,Tarjeta
0206,2025-08-15,98052728Y,2388.66,EUR,Tarjeta
0403,2024-10-01,67985410K,-8723.2,MXN,Bizum
0334,2022-11-13,50114986X,3908.91,USD,Retirada Efectivo
0382,2022-05-17,53195475C,178.68,JPY,Retirada Efectivo
0414,2024-09-19,51633515E,-6730.38,GBP,Transferencia
0259,2024-10-15,65048749J,-6604.67,EUR,Transferencia
0149,2023-07-30,63792177M,744.69,MXN,Retirada Efectivo
0194,2023-03-24,12251338R,-7132.07,GBP,Transferencia
0428,2023-10-18,35884733V,7867.32,MXN,Retirada Efectivo
0060,2022-04-03,30121964A,5042.91,JPY,Tarjeta
0008,2024-03-09,65341919Z,5507.59,JPY,Bizum
0057,2022-10-08,39586191O,2236.08,EUR,Tarjeta
0382,2022-02-28,31503777O,5151.23,MXN,Tarjeta
0171,2022-05-10,67220459C,3788.44,USD,Retirada Efectivo
0454,2022-01-24,44847034R,5363.56,GBP,Tarjeta
0485,2024-03-15,78047700S,7781.63,MXN,Retirada Efectivo
0241,2022-04-20,63700403P,4269.39,USD,Tarjeta
0416,2024-07-04,94271893R,2136.35,JPY,Retirada Efectivo
0341,2022-07-14,30413519G,4230.31,EUR,Tarjeta
0158,2025-05-09,67985410K,-1343.65,JPY,Transferencia
0261,2023-10-11,85481219Y,4753.14,USD,Bizum
0488,2023-06-08,70331707E,5966.73,USD,Retirada Efectivo
0331,2022-06-17,20512995B,9461.51,GBP,Retirada Efectivo
0302,2022-09-27,72910747G,9902.77,EUR,Transferencia
0213,2022-11-15,49110272T,7158.71,USD,Tarjeta
0173,2024-07-07,58474916V,7176.45,GBP,Tarjeta
0118,2025-06-05,44122229Q,984.81,JPY,Retirada Efectivo
0330,2025-10-25,38803722E,2131.85,EUR,Tarjeta
0170,2024-09-18,80168060H,4869.34,USD,Tarjeta
0110,2022-02-15,78684497I,9165.09,JPY,Tarjeta
0143,2025-07-07,12152426J,-401.29,JPY,Transferencia
0183,2025-12-15,88953380U,4015.2,MXN,Tarjeta
0046,2025-09-02,56394628K,4117.57,JPY,Retirada Efectivo
0180,2024-11-03,37307448G,1258.68,USD,Bizum
0098,2025-05-17,11935632C,8272.23,MXN,Retirada Efectivo
0175,2024-06-15,39953028Q,-9493.0,GBP,Transferencia
0101,2023-05-07,71940926G,7642.5,USD,Tarjeta
0390,2025-11-28,83007456X,7803.24,EUR,Tarjeta
0037,2023-08-24,35138260L,7105.28,EUR,Tarjeta
0054,2024-10-09,53195475C,-5814.01,EUR,Bizum
0188,2025-03-18,46424951P,3523.4,JPY,Retirada Efectivo
0134,2024-08-11,12251338R,6171.36,USD,Tarjeta
0291,2023-12-31,50503193C,-534.41,JPY,Bizum
0444,2023-05-17,98979591N,5886.44,USD,Transferencia
0329,2024-03-19,98755356T,2403.32,GBP,Retirada Efectivo
0239,2022-06-29,35303150G,4436.82,JPY,Retirada Efectivo
0455,2024-03-03,92952828G,8960.02,EUR,Retirada Efectivo
0425,2023-02-21,28281172M,-2776.42,GBP,Transferencia
0262,2024-12-30,81009052B,9423.87,GBP,Retirada Efectivo
0487,2025-03-16,50503193C,8849.86,GBP,Tarjeta
0090,2024-08-09,32309591N,7616.42,EUR,Bizum
